type,dataset,metric,ori,combined-0.1,improvement-0.1,combined-0.2,improvement-0.2,combined-0.3,improvement-0.3,combined-0.4,improvement-0.4,combined-0.5,improvement-0.5,combined-0.6,improvement-0.6,combined-0.7,improvement-0.7,combined-0.8,improvement-0.8,combined-0.9,improvement-0.9
MT,wmt21.news,XMoverScore_CLP,0.6671057150660318,0.6958619175918049,4.310591541391129,0.7095355538638376,6.3602871088588975,0.7103597782710404,6.483839401784652,0.7009521616124623,5.073625631146084,0.6838583001883698,2.5112339384890214,0.6603435158214838,-1.0136623164558989,0.6291315937696998,-5.692369355968285,0.5855911360286558,-12.21913966503907,0.5224018164654227,-21.691299494606476
MT,wmt20,XMoverScore_CLP,0.6905079620002061,0.7396152226819979,7.11175878979613,0.7825202869791928,13.325309778102046,0.8153396404019609,18.078238814242308,0.8350591167490091,20.93403156859759,0.841238943143321,21.82899972746004,0.8348646215751913,20.905864598117695,0.8178649131254874,18.443951139442927,0.7930448831908372,14.849491509643231,0.7624881880519514,10.424242733311706
Adv.,wmt20_google-de,XMoverScore_CLP,0.6427777777777778,0.7061111111111111,9.853068280034583,0.7516666666666666,16.940363007778725,0.7677777777777778,19.446845289541926,0.775,20.570440795159904,0.778888888888889,21.17545375972343,0.7861111111111111,22.299049265341388,0.7894444444444444,22.817631806395845,0.7927777777777778,23.3362143474503,0.8016666666666666,24.7191011235955
Adv.,xpaws-de,XMoverScore_CLP,0.7470068732930356,0.8126994747914891,8.79410937798475,0.839587677568653,12.393567928966021,0.8453530008323388,13.165357783893361,0.8573573591355703,14.772352141296352,0.8665228116103223,15.999309054603984,0.8704734238789176,16.528167945979334,0.8758466244580989,17.247465287313645,0.8818137355446578,18.04626798912199,0.8944586881346768,19.7390171514257
Adv.,xpaws-fr,XMoverScore_CLP,0.7790980368572207,0.8356327447935004,7.256430546832493,0.8658077177776597,11.12949549587039,0.8809670271459655,13.07524669163216,0.8884810269888505,14.039695257462892,0.8890827000175372,14.1169221275387,0.8935026303351515,14.684235881202312,0.9026153836379319,15.853890131589088,0.9029860317958917,15.90146413902145,0.9066584768788933,16.372835508126137
Adv.,xpaws-zh,XMoverScore_CLP,0.7239220289506997,0.776162653711179,7.21633306783056,0.7943520868853252,9.728956312700078,0.8088825804150113,11.736146721140539,0.8157006602764864,12.677971888604734,0.8133138886610187,12.34827179384077,0.8160556799266723,12.727013033367296,0.8173530055162428,12.906220950475578,0.8290645098706091,14.524006276243572,0.8311129327912232,14.806968092391548
Adv.,xpaws-ja,XMoverScore_CLP,0.7762985583422141,0.8391299171848087,8.093710617828664,0.861766252065463,11.009642205927218,0.8766591490379945,12.92809185554853,0.8846799577973146,13.961303713683183,0.8900010681378414,14.646750090382632,0.8940951758572625,15.17413838389745,0.8979040778002982,15.66478749075264,0.9009127532614318,16.05235428819183,0.9123248097224184,17.522414529622267
MT,wmt21.news,XMoverScore_UMD,0.6685338562935518,0.6918801227141987,3.4921591780081362,0.7000740618746544,4.717817248024803,0.6973230640128076,4.3063200836031434,0.6860927209621365,2.626473514136385,0.6683109405912495,-0.03334396608395407,0.6446800198246182,-3.568082041675902,0.6137288506185966,-8.197790606866494,0.5714437766741682,-14.522836608106127,0.5125965865659373,-23.32526142986283
MT,wmt20,XMoverScore_UMD,0.6760774752239386,0.7252160179716856,7.268182205222962,0.7708193493135765,14.013464072036474,0.8086904331488665,19.615053419876503,0.8331418777733652,23.23171652737017,0.842262064184513,24.58070192406998,0.8374248737569993,23.865223209753772,0.8203041838625984,21.33286700475967,0.7939612388194086,17.436428207643395,0.7621688053186075,12.733944444185585
Adv.,wmt20_google-de,XMoverScore_UMD,0.6577777777777778,0.7261111111111112,10.388513513513509,0.7611111111111111,15.709459459459453,0.7777777777777778,18.243243243243246,0.7844444444444445,19.256756756756754,0.7877777777777778,19.76351351351351,0.7911111111111111,20.270270270270263,0.793888888888889,20.692567567567586,0.7988888888888889,21.452702702702698,0.8066666666666668,22.635135135135155
Adv.,xpaws-de,XMoverScore_UMD,0.7612119152515797,0.8186305751929486,7.543058482261422,0.8442323683708549,10.906352285859455,0.8502624791510272,11.698524696636724,0.8597851170653324,12.949508519079655,0.8728528006964152,14.666203091150809,0.8736363434223301,14.769136677740292,0.8781577523387232,15.363111735907742,0.8831738858100643,16.022078492843384,0.8960781716198739,17.717307580993523
Adv.,xpaws-fr,XMoverScore_UMD,0.7741946012043535,0.825996352136369,6.6910503962998025,0.860996375417047,11.211880588893642,0.8755061573392804,13.086058205175366,0.8801196640193935,13.6819686743179,0.8842429805904665,14.214563007145674,0.8897884074523544,14.930846336073756,0.8988439483737394,16.10051878112799,0.8988123517947941,16.09643756189758,0.9048460993774863,16.875795564821637
Adv.,xpaws-zh,XMoverScore_UMD,0.720530415634869,0.7734160056671923,7.339813682358587,0.792254025963851,9.954279343750594,0.8068038797294017,11.973604753175614,0.8087714126294996,12.246672046020478,0.8092081138828625,12.307280348444195,0.8079729945829812,12.13586228293575,0.8131557920925458,12.855165368149436,0.8263803999020422,14.690564335706412,0.8295491080208034,15.130338708863045
Adv.,xpaws-ja,XMoverScore_UMD,0.7705190633388694,0.8276361344817569,7.412804414647911,0.8535816377779384,10.780080388814284,0.8728064964510891,13.275133345693014,0.8807349695219459,14.304111530411824,0.8870520097331026,15.123953700673432,0.8888243073307042,15.353967165872028,0.8940911390916233,16.03751050847235,0.8960362852918229,16.28995672203788,0.9081005595457248,17.855690112412947
MT,wmt21.news,SentSim_new_BERTScore_src,-0.12958659469188386,-0.0992458100008853,-23.413521100033073,-0.047401018922995405,-63.421356170597655,0.02887086536354586,-122.27920675914949,0.11058100008714876,-185.33367232164375,0.19036119156280956,-246.89883009537255,0.2627822705522582,-302.7850729290879,0.31864939864289576,-345.89688416502014,0.3726768412115716,-387.5890381236422,0.43436146467428444,-435.19012186951846
MT,wmt20,SentSim_new_BERTScore_src,0.08788733736729099,0.18339396548837433,108.66938398867462,0.23853639335048085,171.4115599538653,0.30103056071439444,242.5186946514879,0.37336193212540847,324.8188001931237,0.44320138435717693,404.28354940938635,0.4984799891427669,467.18067024782357,0.5446079838765204,519.6660408547172,0.5927606866727511,574.4551654757022,0.6525979527813945,642.5392238862748
Adv.,wmt20_google-de,SentSim_new_BERTScore_src,0.6244444444444445,0.666111111111111,6.672597864768659,0.7027777777777778,12.544483985765131,0.7261111111111112,16.281138790035588,0.7400000000000001,18.50533807829182,0.7455555555555555,19.395017793594292,0.7516666666666667,20.37366548042705,0.758888888888889,21.530249110320288,0.7633333333333333,22.24199288256228,0.7716666666666667,23.576512455516017
Adv.,xpaws-de,SentSim_new_BERTScore_src,0.7446242532492635,0.771360889881397,3.5906212449386077,0.7983247127156196,7.2117526701590995,0.8071551559571991,8.397645179441039,0.8128052975672084,9.156436151579573,0.8197047629926169,10.0830062163205,0.8236798752152587,10.616847573930844,0.8272154593296921,11.091662099378485,0.8355871019608665,12.215939558062328,0.8475942281130925,13.828447625027817
Adv.,xpaws-fr,SentSim_new_BERTScore_src,0.7052398218413445,0.7459911092485078,5.778358814277351,0.7718177674377779,9.44046883549512,0.7885025395973715,11.806298393450376,0.7988495944200594,13.273466653415111,0.8055601807982539,14.224999191761189,0.8108984269287887,14.981939733858907,0.8163257870608547,15.751516261442887,0.8248029988197391,16.95354874689596,0.8369272215240886,18.672711835658284
Adv.,xpaws-zh,SentSim_new_BERTScore_src,0.6930066821882481,0.7156117668286777,3.261885523102226,0.7357852008898119,6.172886900092456,0.7509268014361947,8.357800976039243,0.7607091601745783,9.769383142533616,0.7676904185487063,10.776770019682314,0.7717928995483886,11.368752911784918,0.7759904944093637,11.974460615456795,0.782487951753026,12.91203560725136,0.7945757824217645,14.656294498171407
Adv.,xpaws-ja,SentSim_new_BERTScore_src,0.6804719765920657,0.7326815558557703,7.67255391253292,0.7589619521781862,11.534637470188457,0.7788536543270588,14.45785882729622,0.7879640750369624,15.796697313420282,0.7932406445928131,16.572125213078493,0.7986929387234689,17.373377038019466,0.8030638918851083,18.015718429288796,0.8145551297987186,19.70443424844135,0.8259737020464019,21.38247135216893
Adv.,wmt20_google-de,SentSim_new_WMD_src,0.605,0.6566666666666667,8.539944903581276,0.6955555555555555,14.967860422405877,0.7216666666666666,19.283746556473822,0.7327777777777779,21.120293847566597,0.7383333333333334,22.03856749311297,0.745,23.140495867768607,0.7466666666666666,23.41597796143249,0.7544444444444445,24.70156106519743,0.7644444444444445,26.354453627180916
Adv.,xpaws-de,SentSim_new_WMD_src,0.7372294796590437,0.7759372435214172,5.2504362522609815,0.7972611735381846,8.142877561936967,0.8054751030803106,9.257039402823297,0.8127331186282103,10.241538225531311,0.8193608019837817,11.140536914329902,0.8240407403482343,11.775337677671182,0.8309645230144057,12.71450015790374,0.8386968726760711,13.763339071024983,0.8485573599732192,15.100844904582878
Adv.,xpaws-fr,SentSim_new_WMD_src,0.7380072981797614,0.7735822840356529,4.820411118377077,0.8033318473183089,8.85147739048997,0.8112531385159513,9.924812466874666,0.819059716702069,10.982603928472967,0.8240303785552543,11.656128684318201,0.8311157956798455,12.616202811236299,0.8359633364688155,13.273044661029122,0.840208672183735,13.848287714233365,0.8477678695813441,14.872559075269143
